"다발지식별자","다발지그룹식별자","법정동코드","스팟코드","관할경찰서","다발지명","발생건수","사상자수","사망자수","중상자수","경상자수","부상신고자수","경도","위도","다발지역폴리곤"
198093,"2014110","4128710200","41287001","경기도 고양시 일산서구1","경기도 고양시 일산서구 주엽동(문촌9단지사거리 부근)",4,4,0,1,3,0,126.757217850325,37.6730387075712,"{""type"":""Polygon"",""coordinates"":[[[126.7588209,37.6743129],[126.7584774,37.674537],[126.7580854,37.6747035],[126.7576601,37.674806],[126.7572179,37.6748407],[126.7567756,37.674806],[126.7563503,37.6747035],[126.7559583,37.674537],[126.7556148,37.6743129],[126.7553329,37.6740398],[126.7551234,37.6737283],[126.7549944,37.6733902],[126.7549508,37.6730387],[126.7549944,37.6726871],[126.7551234,37.6723491],[126.7553329,37.6720376],[126.7556148,37.6717645],[126.7559584,37.6715404],[126.7563503,37.6713739],[126.7567756,37.6712714],[126.7572179,37.6712367],[126.7576601,37.6712714],[126.7580854,37.6713739],[126.7584773,37.6715404],[126.7588209,37.6717645],[126.7591028,37.6720376],[126.7593123,37.6723491],[126.7594413,37.6726871],[126.7594849,37.6730387],[126.7594413,37.6733902],[126.7593123,37.6737283],[126.7591028,37.6740398],[126.7588209,37.6743129]]]}"
198401,"2014110","4139013200","41390003","경기도 시흥시3","경기도 시흥시 정왕동(럭키슈퍼 부근)",3,3,0,1,2,0,126.730423713685,37.3565677121311,"{""type"":""Polygon"",""coordinates"":[[[126.73202,37.3578419],[126.7316779,37.3580661],[126.7312876,37.3582326],[126.7308641,37.3583351],[126.7304237,37.3583698],[126.7299833,37.3583351],[126.7295598,37.3582326],[126.7291695,37.3580661],[126.7288274,37.3578419],[126.7285467,37.3575689],[126.7283381,37.3572573],[126.7282096,37.3569193],[126.7281662,37.3565677],[126.7282096,37.3562161],[126.7283381,37.3558781],[126.7285467,37.3555665],[126.7288275,37.3552935],[126.7291695,37.3550694],[126.7295598,37.3549028],[126.7299833,37.3548003],[126.7304237,37.3547657],[126.7308641,37.3548003],[126.7312876,37.3549028],[126.7316779,37.3550694],[126.73202,37.3552935],[126.7323007,37.3555665],[126.7325093,37.3558781],[126.7326378,37.3562161],[126.7326812,37.3565677],[126.7326378,37.3569193],[126.7325094,37.3572573],[126.7323008,37.3575689],[126.73202,37.3578419]]]}"
198733,"2014110","4687025034","46870001","전라남도 영광군1","전라남도 영광군 영광읍(제실 부근)",3,4,0,2,2,0,126.507179223144,35.2772536792148,"{""type"":""Polygon"",""coordinates"":[[[126.5087337,35.2785284],[126.5084006,35.2787526],[126.5080205,35.2789191],[126.5076081,35.2790217],[126.5071792,35.2790564],[126.5067503,35.2790217],[126.506338,35.2789191],[126.5059579,35.2787526],[126.5056248,35.2785284],[126.5053514,35.2782552],[126.5051482,35.2779435],[126.5050231,35.2776053],[126.5049809,35.2772537],[126.5050232,35.276902],[126.5051483,35.2765638],[126.5053514,35.2762521],[126.5056248,35.275979],[126.5059579,35.2757548],[126.506338,35.2755882],[126.5067504,35.2754856],[126.5071792,35.275451],[126.5076081,35.2754856],[126.5080205,35.2755882],[126.5084005,35.2757548],[126.5087336,35.275979],[126.509007,35.2762521],[126.5092102,35.2765638],[126.5093353,35.276902],[126.5093775,35.2772537],[126.5093353,35.2776053],[126.5092102,35.2779435],[126.5090071,35.2782552],[126.5087337,35.2785284]]]}"
198735,"2014110","4729010700","47290001","경상북도 경산시1","경상북도 경산시 옥곡동(옥곡초등학교 부근)",8,8,0,6,2,0,128.732023479501,35.81413151276,"{""type"":""Polygon"",""coordinates"":[[[128.7335883,35.8154061],[128.733253,35.8156302],[128.7328704,35.8157968],[128.7324552,35.8158994],[128.7320235,35.815934],[128.7315917,35.8158994],[128.7311766,35.8157968],[128.730794,35.8156302],[128.7304586,35.8154061],[128.7301834,35.8151329],[128.7299789,35.8148213],[128.729853,35.8144831],[128.7298105,35.8141315],[128.729853,35.8137798],[128.7299789,35.8134417],[128.7301835,35.8131301],[128.7304587,35.8128569],[128.730794,35.8126328],[128.7311766,35.8124662],[128.7315918,35.8123636],[128.7320235,35.812329],[128.7324552,35.8123636],[128.7328703,35.8124662],[128.7332529,35.8126328],[128.7335883,35.8128569],[128.7338635,35.8131301],[128.734068,35.8134417],[128.734194,35.8137798],[128.7342365,35.8141315],[128.734194,35.8144831],[128.734068,35.8148213],[128.7338636,35.8151329],[128.7335883,35.8154061]]]}"
140214,"2013097","4139013100","41390004","경기도 시흥시4","경기도 시흥시 월곶동(경민건설(주) 부근)",4,4,0,2,2,0,126.73626516021,37.3892164280966,"{""type"":""Polygon"",""coordinates"":[[[126.7378622,37.3904907],[126.7375199,37.3907148],[126.7371295,37.3908813],[126.7367058,37.3909838],[126.7362652,37.3910185],[126.7358245,37.3909838],[126.7354009,37.3908813],[126.7350104,37.3907148],[126.7346682,37.3904907],[126.7343873,37.3902176],[126.7341786,37.389906],[126.7340501,37.389568],[126.7340067,37.3892164],[126.7340501,37.3888648],[126.7341786,37.3885268],[126.7343873,37.3882152],[126.7346682,37.3879422],[126.7350105,37.3877181],[126.7354009,37.3875516],[126.7358246,37.387449],[126.7362652,37.3874144],[126.7367058,37.387449],[126.7371294,37.3875516],[126.7375199,37.3877181],[126.7378621,37.3879422],[126.738143,37.3882152],[126.7383517,37.3885268],[126.7384802,37.3888648],[126.7385236,37.3892164],[126.7384802,37.389568],[126.7383517,37.389906],[126.738143,37.3902176],[126.7378622,37.3904907]]]}"
197767,"2014110","2826010300","28260001","인천광역시 서구1","인천광역시 서구 검암동(장승백이 공인중개사1 부근)",4,4,1,1,2,0,126.674643200824,37.565616109197,"{""type"":""Polygon"",""coordinates"":[[[126.676244,37.5668903],[126.6759009,37.5671144],[126.6755095,37.5672809],[126.6750849,37.5673835],[126.6746432,37.5674181],[126.6742015,37.5673835],[126.6737769,37.5672809],[126.6733855,37.5671144],[126.6730424,37.5668903],[126.6727609,37.5666172],[126.6725517,37.5663057],[126.6724229,37.5659676],[126.6723794,37.5656161],[126.6724229,37.5652645],[126.6725518,37.5649265],[126.672761,37.564615],[126.6730425,37.5643419],[126.6733855,37.5641178],[126.6737769,37.5639513],[126.6742016,37.5638487],[126.6746432,37.5638141],[126.6750848,37.5638487],[126.6755095,37.5639513],[126.6759009,37.5641178],[126.6762439,37.5643419],[126.6765254,37.564615],[126.6767346,37.5649265],[126.6768635,37.5652645],[126.676907,37.5656161],[126.6768635,37.5659676],[126.6767347,37.5663057],[126.6765255,37.5666172],[126.676244,37.5668903]]]}"
197768,"2014110","2914012000","29140001","광주광역시 서구1","광주광역시 서구 치평동(중흥파크아파트2차 부근)",3,3,0,0,3,0,126.845365460948,35.1551631652488,"{""type"":""Polygon"",""coordinates"":[[[126.8469176,35.1564379],[126.846585,35.1566621],[126.8462055,35.1568287],[126.8457937,35.1569312],[126.8453655,35.1569659],[126.8449372,35.1569312],[126.8445254,35.1568287],[126.844146,35.1566621],[126.8438133,35.1564379],[126.8435403,35.1561647],[126.8433375,35.155853],[126.8432126,35.1555148],[126.8431704,35.1551631],[126.8432126,35.1548115],[126.8433375,35.1544733],[126.8435404,35.1541616],[126.8438134,35.1538884],[126.844146,35.1536643],[126.8445255,35.1534977],[126.8449372,35.1533951],[126.8453655,35.1533604],[126.8457937,35.1533951],[126.8462054,35.1534977],[126.8465849,35.1536643],[126.8469175,35.1538884],[126.8471905,35.1541616],[126.8473934,35.1544733],[126.8475183,35.1548115],[126.8475605,35.1551631],[126.8475183,35.1555148],[126.8473934,35.155853],[126.8471906,35.1561647],[126.8469176,35.1564379]]]}"
197769,"2014110","2915510600","29155001","광주광역시 남구1","광주광역시 남구 주월동(장산초등학교 부근)",3,3,0,1,2,0,126.894081040109,35.1305343209031,"{""type"":""Polygon"",""coordinates"":[[[126.8956327,35.131809],[126.8953002,35.1320332],[126.8949208,35.1321998],[126.8945091,35.1323024],[126.894081,35.132337],[126.8936529,35.1323024],[126.8932413,35.1321998],[126.8928619,35.1320332],[126.8925294,35.131809],[126.8922565,35.1315358],[126.8920537,35.1312242],[126.8919288,35.130886],[126.8918867,35.1305343],[126.8919289,35.1301826],[126.8920537,35.1298444],[126.8922565,35.1295328],[126.8925294,35.1292596],[126.8928619,35.1290354],[126.8932413,35.1288688],[126.893653,35.1287662],[126.894081,35.1287316],[126.8945091,35.1287662],[126.8949208,35.1288688],[126.8953001,35.1290354],[126.8956327,35.1292596],[126.8959056,35.1295328],[126.8961083,35.1298444],[126.8962332,35.1301826],[126.8962754,35.1305343],[126.8962332,35.130886],[126.8961084,35.1312242],[126.8959056,35.1315358],[126.8956327,35.131809]]]}"
197771,"2014110","2920010100","29200002","광주광역시 광산구2","광주광역시 광산구 송정동(영광동사거리 부근)",3,4,0,2,2,0,126.794334770534,35.1412666674237,"{""type"":""Polygon"",""coordinates"":[[[126.7958866,35.1425414],[126.7955541,35.1427656],[126.7951746,35.1429322],[126.7947629,35.1430348],[126.7943348,35.1430694],[126.7939066,35.1430348],[126.7934949,35.1429322],[126.7931155,35.1427656],[126.7927829,35.1425414],[126.79251,35.1422682],[126.7923072,35.1419565],[126.7921823,35.1416183],[126.7921401,35.1412666],[126.7921823,35.140915],[126.7923072,35.1405768],[126.79251,35.1402651],[126.7927829,35.1399919],[126.7931155,35.1397678],[126.7934949,35.1396012],[126.7939066,35.1394986],[126.7943348,35.1394639],[126.7947629,35.1394986],[126.7951746,35.1396012],[126.795554,35.1397678],[126.7958866,35.1399919],[126.7961595,35.1402651],[126.7963623,35.1405768],[126.7964872,35.140915],[126.7965294,35.1412666],[126.7964873,35.1416183],[126.7963624,35.1419565],[126.7961596,35.1422682],[126.7958866,35.1425414]]]}"
198403,"2014110","4141010100","41410002","경기도 군포시2","경기도 군포시 당동(희망어린이집 부근)",4,4,0,1,2,1,126.942062358792,37.3511018090022,"{""type"":""Polygon"",""coordinates"":[[[126.9436586,37.352376],[126.9433165,37.3526002],[126.9429262,37.3527667],[126.9425027,37.3528692],[126.9420624,37.3529039],[126.941622,37.3528692],[126.9411985,37.3527667],[126.9408082,37.3526002],[126.9404662,37.352376],[126.9401854,37.352103],[126.9399769,37.3517914],[126.9398484,37.3514534],[126.939805,37.3511018],[126.9398484,37.3507502],[126.9399769,37.3504122],[126.9401855,37.3501006],[126.9404662,37.3498276],[126.9408083,37.3496034],[126.9411985,37.3494369],[126.941622,37.3493344],[126.9420624,37.3492998],[126.9425027,37.3493344],[126.9429262,37.3494369],[126.9433164,37.3496034],[126.9436585,37.3498276],[126.9439392,37.3501006],[126.9441478,37.3504122],[126.9442763,37.3507502],[126.9443197,37.3511018],[126.9442763,37.3514534],[126.9441479,37.3517914],[126.9439393,37.352103],[126.9436586,37.352376]]]}"
198404,"2014110","4145010800","41450001","경기도 하남시1","경기도 하남시 덕풍동(하남우체국 부근)",4,6,0,2,3,1,127.200928277919,37.5403398869771,"{""type"":""Polygon"",""coordinates"":[[[127.2025285,37.5416141],[127.2021856,37.5418382],[127.2017943,37.5420047],[127.2013698,37.5421073],[127.2009283,37.5421419],[127.2004868,37.5421073],[127.2000622,37.5420047],[127.199671,37.5418382],[127.1993281,37.5416141],[127.1990466,37.541341],[127.1988375,37.5410295],[127.1987087,37.5406914],[127.1986653,37.5403399],[127.1987088,37.5399883],[127.1988375,37.5396503],[127.1990467,37.5393387],[127.1993281,37.5390657],[127.199671,37.5388416],[127.2000623,37.5386751],[127.2004868,37.5385725],[127.2009283,37.5385379],[127.2013698,37.5385725],[127.2017943,37.5386751],[127.2021855,37.5388416],[127.2025284,37.5390657],[127.2028099,37.5393387],[127.203019,37.5396503],[127.2031478,37.5399883],[127.2031913,37.5403399],[127.2031478,37.5406914],[127.203019,37.5410295],[127.2028099,37.541341],[127.2025285,37.5416141]]]}"
198406,"2014110","4211012300","42110001","강원도 춘천시1","강원도 춘천시 퇴계동((훼미리마트남춘천점앞교차로) 부근)",4,4,0,0,3,1,127.725838408517,37.8598076635937,"{""type"":""Polygon"",""coordinates"":[[[127.7274455,37.8610818],[127.7271011,37.8613059],[127.7267082,37.8614724],[127.7262818,37.8615749],[127.7258384,37.8616096],[127.725395,37.8615749],[127.7249686,37.8614724],[127.7245757,37.8613059],[127.7242313,37.8610818],[127.7239487,37.8608087],[127.7237386,37.8604972],[127.7236093,37.8601592],[127.7235657,37.8598076],[127.7236093,37.8594561],[127.7237387,37.8591181],[127.7239487,37.8588066],[127.7242314,37.8585335],[127.7245758,37.8583094],[127.7249687,37.8581429],[127.725395,37.8580404],[127.7258384,37.8580058],[127.7262818,37.8580404],[127.7267081,37.8581429],[127.7271011,37.8583094],[127.7274455,37.8585335],[127.7277281,37.8588066],[127.7279381,37.8591181],[127.7280675,37.8594561],[127.7281112,37.8598076],[127.7280675,37.8601592],[127.7279382,37.8604972],[127.7277282,37.8608087],[127.7274455,37.8610818]]]}"
198736,"2014110","4785025325","47850002","경상북도 칠곡군2","경상북도 칠곡군 북삼읍(꼬마피카소 부근)",3,3,0,2,0,1,128.33732600809,36.0711269220707,"{""type"":""Polygon"",""coordinates"":[[[128.3388959,36.0724014],[128.3385595,36.0726256],[128.3381757,36.0727922],[128.3377592,36.0728947],[128.337326,36.0729294],[128.3368929,36.0728947],[128.3364764,36.0727922],[128.3360925,36.0726256],[128.3357561,36.0724014],[128.33548,36.0721283],[128.3352748,36.0718167],[128.3351485,36.0714785],[128.3351058,36.0711269],[128.3351485,36.0707753],[128.3352748,36.0704371],[128.33548,36.0701255],[128.3357561,36.0698524],[128.3360926,36.0696282],[128.3364764,36.0694617],[128.3368929,36.0693591],[128.337326,36.0693245],[128.3377591,36.0693591],[128.3381756,36.0694617],[128.3385595,36.0696282],[128.3388959,36.0698524],[128.339172,36.0701255],[128.3393772,36.0704371],[128.3395035,36.0707753],[128.3395462,36.0711269],[128.3395035,36.0714785],[128.3393772,36.0718167],[128.339172,36.0721283],[128.3388959,36.0724014]]]}"
199041,"2014110","4785025622","47850001","경상북도 칠곡군1","경상북도 칠곡군 석적읍(금산골 부근)",4,4,0,1,2,1,128.413398338863,36.0783571691489,"{""type"":""Polygon"",""coordinates"":[[[128.4149684,36.0796317],[128.4146319,36.0798558],[128.4142481,36.0800224],[128.4138315,36.080125],[128.4133983,36.0801596],[128.4129652,36.080125],[128.4125486,36.0800224],[128.4121647,36.0798558],[128.4118283,36.0796317],[128.4115521,36.0793585],[128.411347,36.0790469],[128.4112206,36.0787088],[128.411178,36.0783571],[128.4112206,36.0780055],[128.411347,36.0776674],[128.4115522,36.0773558],[128.4118283,36.0770826],[128.4121648,36.0768585],[128.4125487,36.0766919],[128.4129652,36.0765894],[128.4133983,36.0765547],[128.4138315,36.0765894],[128.414248,36.0766919],[128.4146319,36.0768585],[128.4149684,36.0770826],[128.4152445,36.0773558],[128.4154497,36.0776674],[128.4155761,36.0780055],[128.4156187,36.0783571],[128.4155761,36.0787088],[128.4154497,36.0790469],[128.4152445,36.0793585],[128.4149684,36.0796317]]]}"
199042,"2014110","4812513400","48125001","경상남도 창원시 마산합포구1","경상남도 창원시 마산합포구 월영동((월영주공아파트앞교차로) 부근)",4,4,0,2,2,0,128.55882009867,35.174914630007,"{""type"":""Polygon"",""coordinates"":[[[128.5603726,35.1761893],[128.5600399,35.1764135],[128.5596603,35.1765801],[128.5592484,35.1766827],[128.5588201,35.1767173],[128.5583918,35.1766827],[128.5579799,35.1765801],[128.5576003,35.1764135],[128.5572676,35.1761893],[128.5569945,35.1759162],[128.5567917,35.1756045],[128.5566667,35.1752663],[128.5566246,35.1749146],[128.5566667,35.1745629],[128.5567917,35.1742247],[128.5569946,35.1739131],[128.5572676,35.1736399],[128.5576003,35.1734157],[128.5579799,35.1732491],[128.5583918,35.1731466],[128.5588201,35.1731119],[128.5592484,35.1731466],[128.5596603,35.1732491],[128.5600399,35.1734157],[128.5603726,35.1736399],[128.5606456,35.1739131],[128.5608485,35.1742247],[128.5609734,35.1745629],[128.5610156,35.1749146],[128.5609735,35.1752663],[128.5608485,35.1756045],[128.5606457,35.1759162],[128.5603726,35.1761893]]]}"
198408,"2014110","4283034038","42830001","강원도 양양군1","강원도 양양군 현남면(창횟집 부근)",3,3,0,0,3,0,128.78949332206,37.9338870787266,"{""type"":""Polygon"",""coordinates"":[[[128.791102,37.9351612],[128.7907573,37.9353853],[128.790364,37.9355518],[128.7899372,37.9356543],[128.7894933,37.935689],[128.7890495,37.9356543],[128.7886227,37.9355518],[128.7882294,37.9353853],[128.7878846,37.9351612],[128.7876017,37.9348881],[128.7873915,37.9345766],[128.787262,37.9342386],[128.7872183,37.9338871],[128.787262,37.9335355],[128.7873915,37.9331975],[128.7876017,37.932886],[128.7878847,37.9326129],[128.7882294,37.9323889],[128.7886227,37.9322224],[128.7890495,37.9321198],[128.7894933,37.9320852],[128.7899371,37.9321198],[128.7903639,37.9322224],[128.7907572,37.9323889],[128.791102,37.9326129],[128.7913849,37.932886],[128.7915951,37.9331975],[128.7917246,37.9335355],[128.7917683,37.9338871],[128.7917246,37.9342386],[128.7915952,37.9345766],[128.791385,37.9348881],[128.791102,37.9351612]]]}"
